***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: NEWAVE     - Versao FPHA_NEWAVE                             *
*                                                                     *
***********************************************************************


____________________________________________________________________

 PMO - AGOSTO - 2024 - sombra Hibrido - NW Versao 29.4                           
____________________________________________________________________

----------------------------------------------------------
Eco dos dados para a Evaporacao das usinas hidroeletricas.                      
----------------------------------------------------------
--------------------------------------------------------------------------------------------
IPER;          Indice do periodo                                                                                                                                                                        
USIH;          Numero de cadastro da usina hidroeletrica                                                                                                                                                
NomeUsih;      Nome de cadastro da usina hidroeletrica                                                                                                                                                  
Vol. Ref.;     Volume de referencia para a montagem da equacao linear para a evaporacao                                                                                                                 
Evap. Ref.;    Evaporacao de referencia para a montagem da equacao linear para a evaporacao.                                                                                                            
Cfevap;        Coeficiente de evaporacao mensal (cadastro)                                                                                                                                              
Flag Evap;     Flag para considerar a evaporacao.                                                                                                                                                       
Evap. Linear;  Flag para considerar o modelo linear para a evaporacao.                                                                                                                                  
Tip. Vol. Ref; Flag do tipo de volume de referencia: 0 - inicial; 1 - util medio.                                                                                                                       
--------------------------------------------------------------------------------------------

@Tabela
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
IPER ;USIH ;   NomeUsih   ; Vol. Ref. ;Evap. Ref. ; Cfevap ; Flag Evap ;Evap. Linear; Tip. Vol. Ref ;
  -  ;  -  ;      -       ;    HM3    ;    HM3    ;(mm/mes);     -     ;      -     ;       -       ;
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
  98 ; 172 ; ITAPARICA    ;  9008.00  ;    63.08  ;    88  ;     1     ;     1      ;     1         ;
  98 ; 176 ; COMP PAF-MOX ;  1212.00  ;    18.74  ;    88  ;     1     ;     1      ;     1         ;
  98 ; 178 ; XINGO        ;  3773.00  ;     5.28  ;    88  ;     1     ;     1      ;     1         ;
  98 ; 294 ; FICT.QUEIMAD ;   326.12  ;     0.14  ;     4  ;     1     ;     1      ;     1         ;
  98 ; 295 ; FICT.TRES MA ; 11889.00  ;    -1.44  ;    -2  ;     1     ;     1      ;     1         ;
  98 ; 308 ; FICT.RETIRO  ;   221.15  ;    -0.30  ;   -14  ;     1     ;     1      ;     1         ;
  98 ; 154 ; ITAPEBI      ;  1613.07  ;    -1.54  ;   -25  ;     1     ;     1      ;     1         ;
  98 ; 298 ; FICT.IRAPE   ;  4115.93  ;     0.30  ;     3  ;     1     ;     1      ;     1         ;
  98 ; 189 ; P. CAVALO    ;  2663.00  ;    -1.56  ;   -14  ;     1     ;     1      ;     1         ;
  98 ; 190 ; B. ESPERANCA ;  4129.00  ;    19.31  ;    60  ;     1     ;     1      ;     1         ;
  98 ; 204 ; CACH.CALDEIR ;   225.34  ;     1.78  ;    38  ;     1     ;     1      ;     1         ;
  98 ; 267 ; ESTREITO TOC ;  4944.50  ;     2.95  ;     5  ;     1     ;     1      ;     1         ;
  98 ; 275 ; TUCURUI      ; 30784.00  ;    10.45  ;     5  ;     1     ;     1      ;     1         ;
  98 ; 277 ; BALBINA      ; 14859.06  ;    65.74  ;    31  ;     1     ;     1      ;     1         ;
  98 ; 280 ; COARACY NUNE ;   135.38  ;     1.13  ;    49  ;     1     ;     1      ;     1         ;
  98 ; 284 ; FERREIRA GOM ;   123.31  ;     0.70  ;    42  ;     1     ;     1      ;     1         ;
  98 ; 286 ; STO ANT JARI ;   133.09  ;     1.30  ;    41  ;     1     ;     1      ;     1         ;
  98 ; 291 ; FICT.SERRA M ; 23043.75  ;     6.88  ;     8  ;     1     ;     1      ;     1         ;
  98 ; 292 ; FICT.CANA BR ;  2237.79  ;     1.11  ;     8  ;     1     ;     1      ;     1         ;
  98 ; 302 ; FICT.LAJEADO ;  5003.06  ;     4.38  ;     7  ;     1     ;     1      ;     1         ;
  98 ; 303 ; FICT.PEIXE A ;  2476.85  ;     1.59  ;     6  ;     1     ;     1      ;     1         ;
  98 ; 306 ; FICT.SAO SAL ;   936.28  ;     0.73  ;     7  ;     1     ;     1      ;     1         ;
  98 ; 314 ; PIMENTAL     ;  2276.29  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  98 ; 272 ; CURUA-UNA    ;   367.50  ;     0.72  ;    10  ;     1     ;     1      ;     1         ;
  98 ; 288 ; BELO MONTE   ;  2276.29  ;     6.20  ;    17  ;     1     ;     1      ;     1         ;
  99 ; 004 ; FUNIL-GRANDE ;   265.86  ;     1.17  ;    31  ;     1     ;     1      ;     1         ;
  99 ; 020 ; BATALHA      ;  1105.83  ;     2.35  ;    23  ;     1     ;     1      ;     1         ;
  99 ; 021 ; SERRA FACAO  ;  3475.50  ;     3.14  ;    20  ;     1     ;     1      ;     1         ;
  99 ; 027 ; CAPIM BRANC1 ;   234.70  ;     0.56  ;    18  ;     1     ;     1      ;     1         ;
  99 ; 028 ; CAPIM BRANC2 ;   867.55  ;     0.98  ;    18  ;     1     ;     1      ;     1         ;
  99 ; 029 ; CORUMBA IV   ;  3322.30  ;     2.90  ;    19  ;     1     ;     1      ;     1         ;
  99 ; 048 ; PIRAJU       ;   105.42  ;     0.56  ;    44  ;     1     ;     1      ;     1         ;
  99 ; 066 ; ITAIPU       ; 27914.01  ;    66.22  ;    51  ;     1     ;     1      ;     1         ;
  99 ; 131 ; NILO PECANHA ;     9.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  99 ; 132 ; FONTES       ;   393.81  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  99 ; 141 ; BAGUARI      ;    32.46  ;     0.47  ;    37  ;     1     ;     1      ;     1         ;
  99 ; 153 ; SAO DOMINGOS ;   131.30  ;     0.47  ;    25  ;     1     ;     1      ;     1         ;
  99 ; 155 ; RETIRO BAIXO ;   221.15  ;     0.19  ;     9  ;     1     ;     1      ;     1         ;
  99 ; 156 ; TRES MARIAS  ; 11889.00  ;    20.10  ;    28  ;     1     ;     1      ;     1         ;
  99 ; 162 ; QUEIMADO     ;   326.12  ;     0.71  ;    21  ;     1     ;     1      ;     1         ;
  99 ; 195 ; JAURU        ;    16.92  ;     0.06  ;    27  ;     1     ;     1      ;     1         ;
  99 ; 196 ; GUAPORE      ;    22.46  ;     0.07  ;    16  ;     1     ;     1      ;     1         ;
  99 ; 203 ; CORUMBA III  ;   840.50  ;     1.24  ;    19  ;     1     ;     1      ;     1         ;
  99 ; 227 ; SINOP        ;  2041.80  ;    12.78  ;    25  ;     1     ;     1      ;     1         ;
  99 ; 228 ; COLIDER      ;  1495.39  ;     1.50  ;    11  ;     1     ;     1      ;     1         ;
  99 ; 229 ; TELES PIRES  ;   961.11  ;     6.12  ;    44  ;     1     ;     1      ;     1         ;
  99 ; 230 ; SAO MANOEL   ;   566.12  ;     4.44  ;    71  ;     1     ;     1      ;     1         ;
  99 ; 241 ; SLT VERDINHO ;   392.58  ;     0.99  ;    27  ;     1     ;     1      ;     1         ;
  99 ; 249 ; OURINHOS     ;    20.86  ;     0.18  ;    42  ;     1     ;     1      ;     1         ;
  99 ; 251 ; SERRA MESA   ; 32775.00  ;    19.04  ;    16  ;     1     ;     1      ;     1         ;
  99 ; 252 ; CANA BRAVA   ;  2237.79  ;     2.50  ;    18  ;     1     ;     1      ;     1         ;
  99 ; 253 ; SAO SALVADOR ;   936.28  ;     1.56  ;    15  ;     1     ;     1      ;     1         ;
  99 ; 257 ; PEIXE ANGIC  ;  2476.85  ;     2.91  ;    11  ;     1     ;     1      ;     1         ;
  99 ; 261 ; LAJEADO      ;  5003.06  ;     5.63  ;     9  ;     1     ;     1      ;     1         ;
  99 ; 262 ; SALTO        ;   820.42  ;     1.39  ;    23  ;     1     ;     1      ;     1         ;
  99 ; 276 ; RONDON II    ;   335.23  ;     0.42  ;     7  ;     1     ;     1      ;     1         ;
  99 ; 281 ; PONTE PEDRA  ;    92.56  ;     0.38  ;    20  ;     1     ;     1      ;     1         ;
  99 ; 285 ; JIRAU        ;  2746.70  ;   -28.89  ;   -93  ;     1     ;     1      ;     1         ;
  99 ; 287 ; STO ANTONIO  ;  2282.80  ;   -27.21  ;   -93  ;     1     ;     1      ;     1         ;
  99 ; 290 ; ESPORA       ;   140.00  ;     0.61  ;    24  ;     1     ;     1      ;     1         ;
  99 ; 304 ; ITIQUIRA I   ;     4.99  ;     0.03  ;    14  ;     1     ;     1      ;     1         ;
  99 ; 305 ; ITIQUIRA II  ;     1.00  ;     0.00  ;    14  ;     1     ;     1      ;     1         ;
  99 ; 309 ; JURUENA      ;     2.93  ;     0.01  ;    19  ;     1     ;     1      ;     1         ;
  99 ; 310 ; DARDANELOS   ;     0.89  ;     0.00  ;    18  ;     1     ;     1      ;     1         ;
  99 ; 311 ; CACU         ;   211.60  ;     0.33  ;    21  ;     1     ;     1      ;     1         ;
  99 ; 312 ; B. COQUEIROS ;   321.43  ;     0.58  ;    22  ;     1     ;     1      ;     1         ;
  99 ; 315 ; FOZ R. CLARO ;    96.72  ;     0.02  ;     3  ;     1     ;     1      ;     1         ;
  99 ; 319 ; FICT.MAUA    ;  1805.00  ;     0.98  ;    13  ;     1     ;     1      ;     1         ;
  99 ; 117 ; GUARAPIRANGA ;    95.37  ;     0.76  ;    34  ;     1     ;     1      ;     1         ;
  99 ; 118 ; BILLINGS     ;   566.82  ;     2.96  ;    35  ;     1     ;     1      ;     1         ;
  99 ; 119 ; HENRY BORDEN ;     0.46  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  99 ; 120 ; JAGUARI      ;   839.50  ;     0.04  ;     1  ;     1     ;     1      ;     1         ;
  99 ; 121 ; PARAIBUNA    ;  3414.00  ;     0.28  ;     2  ;     1     ;     1      ;     1         ;
  99 ; 122 ; SANTA BRANCA ;   285.00  ;     0.25  ;    13  ;     1     ;     1      ;     1         ;
  99 ; 123 ; FUNIL        ;   585.50  ;    -0.32  ;   -11  ;     1     ;     1      ;     1         ;
  99 ; 124 ; LAJES        ;   222.68  ;    -0.12  ;    -4  ;     1     ;     1      ;     1         ;
  99 ; 126 ; PICADA       ;     6.85  ;     0.00  ;     3  ;     1     ;     1      ;     1         ;
  99 ; 127 ; SOBRAGI      ;     0.09  ;     0.00  ;    -3  ;     1     ;     1      ;     1         ;
  99 ; 129 ; SIMPLICIO    ;    13.45  ;    -0.08  ;    -7  ;     1     ;     1      ;     1         ;
  99 ; 130 ; ILHA POMBOS  ;     5.79  ;     0.14  ;    36  ;     1     ;     1      ;     1         ;
  99 ; 133 ; P. PASSOS    ;    16.26  ;    -0.01  ;   -10  ;     1     ;     1      ;     1         ;
  99 ; 185 ; BARRA BRAUNA ;    34.00  ;     0.27  ;    31  ;     1     ;     1      ;     1         ;
  99 ; 134 ; SALTO GRANDE ;    67.86  ;     0.06  ;    11  ;     1     ;     1      ;     1         ;
  99 ; 135 ; P. ESTRELA   ;    72.50  ;     0.05  ;    14  ;     1     ;     1      ;     1         ;
  99 ; 139 ; CANDONGA     ;    29.75  ;     0.02  ;     6  ;     1     ;     1      ;     1         ;
  99 ; 143 ; AIMORES      ;   179.25  ;     0.77  ;    24  ;     1     ;     1      ;     1         ;
  99 ; 144 ; MASCARENHAS  ;    21.68  ;    -0.03  ;    -7  ;     1     ;     1      ;     1         ;
  99 ; 145 ; SUICA        ;     0.35  ;     0.00  ;    49  ;     1     ;     1      ;     1         ;
  99 ; 192 ; GUILMAN-AMOR ;    11.33  ;     0.00  ;     4  ;     1     ;     1      ;     1         ;
  99 ; 193 ; SA CARVALHO  ;     1.53  ;     0.00  ;    10  ;     1     ;     1      ;     1         ;
  99 ; 217 ; ROSAL        ;    17.19  ;     0.06  ;    43  ;     1     ;     1      ;     1         ;
  99 ; 279 ; SAMUEL       ;  2218.33  ;     3.26  ;     8  ;     1     ;     1      ;     1         ;
  99 ; 148 ; IRAPE        ;  4115.93  ;     2.91  ;    29  ;     1     ;     1      ;     1         ;
  99 ; 283 ; STA CLARA MG ;   148.40  ;     0.23  ;    30  ;     1     ;     1      ;     1         ;
  99 ; 001 ; CAMARGOS     ;   456.00  ;     1.56  ;    29  ;     1     ;     1      ;     1         ;
  99 ; 002 ; ITUTINGA     ;    10.64  ;     0.05  ;    31  ;     1     ;     1      ;     1         ;
  99 ; 006 ; FURNAS       ; 14341.50  ;    26.19  ;    25  ;     1     ;     1      ;     1         ;
  99 ; 007 ; M. DE MORAES ;  2790.00  ;     3.88  ;    19  ;     1     ;     1      ;     1         ;
  99 ; 008 ; ESTREITO     ;  1331.40  ;     0.84  ;    18  ;     1     ;     1      ;     1         ;
  99 ; 009 ; JAGUARA      ;   418.20  ;     0.68  ;    20  ;     1     ;     1      ;     1         ;
  99 ; 010 ; IGARAPAVA    ;   234.83  ;     1.25  ;    24  ;     1     ;     1      ;     1         ;
  99 ; 011 ; VOLTA GRANDE ;  2200.40  ;     4.84  ;    24  ;     1     ;     1      ;     1         ;
  99 ; 012 ; P. COLOMBIA  ;  1420.84  ;     3.89  ;    27  ;     1     ;     1      ;     1         ;
  99 ; 014 ; CACONDE      ;   303.00  ;     0.72  ;    35  ;     1     ;     1      ;     1         ;
  99 ; 015 ; E. DA CUNHA  ;    12.79  ;     0.03  ;    25  ;     1     ;     1      ;     1         ;
  99 ; 016 ; A.S.OLIVEIRA ;    22.75  ;     0.06  ;    24  ;     1     ;     1      ;     1         ;
  99 ; 017 ; MARIMBONDO   ;  3520.00  ;     9.16  ;    30  ;     1     ;     1      ;     1         ;
  99 ; 018 ; A. VERMELHA  ;  8440.50  ;    15.78  ;    30  ;     1     ;     1      ;     1         ;
  99 ; 034 ; I. SOLTEIRA  ; 18311.81  ;    41.99  ;    38  ;     1     ;     1      ;     1         ;
  99 ; 024 ; EMBORCACAO   ; 11197.00  ;     5.11  ;    16  ;     1     ;     1      ;     1         ;
  99 ; 025 ; NOVA PONTE   ;  7602.00  ;     6.83  ;    23  ;     1     ;     1      ;     1         ;
  99 ; 026 ; MIRANDA      ;  1047.00  ;     0.86  ;    18  ;     1     ;     1      ;     1         ;
  99 ; 030 ; CORUMBA I    ;   985.00  ;     0.75  ;    17  ;     1     ;     1      ;     1         ;
  99 ; 031 ; ITUMBIARA    ; 10800.00  ;    10.21  ;    19  ;     1     ;     1      ;     1         ;
  99 ; 032 ; CACH.DOURADA ;   464.97  ;     1.66  ;    24  ;     1     ;     1      ;     1         ;
  99 ; 033 ; SAO SIMAO    ;  9770.00  ;    13.34  ;    25  ;     1     ;     1      ;     1         ;
  99 ; 037 ; BARRA BONITA ;  1852.00  ;     8.78  ;    38  ;     1     ;     1      ;     1         ;
  99 ; 038 ; A.S. LIMA    ;   525.23  ;     2.38  ;    38  ;     1     ;     1      ;     1         ;
  99 ; 039 ; IBITINGA     ;   962.68  ;     4.25  ;    37  ;     1     ;     1      ;     1         ;
  99 ; 040 ; PROMISSAO    ;  6344.00  ;    18.36  ;    37  ;     1     ;     1      ;     1         ;
  99 ; 042 ; NAVANHANDAVA ;  2666.00  ;     7.84  ;    37  ;     1     ;     1      ;     1         ;
  99 ; 043 ; TRES IRMAOS  ; 11647.50  ;    27.73  ;    40  ;     1     ;     1      ;     1         ;
  99 ; 045 ; JUPIA        ;  3249.13  ;    13.73  ;    42  ;     1     ;     1      ;     1         ;
  99 ; 046 ; P. PRIMAVERA ; 16138.51  ;    53.91  ;    27  ;     1     ;     1      ;     1         ;
  99 ; 278 ; MANSO        ;  5861.50  ;    13.56  ;    41  ;     1     ;     1      ;     1         ;
  99 ; 047 ; A.A. LAYDNER ;  5425.50  ;    16.28  ;    42  ;     1     ;     1      ;     1         ;
  99 ; 049 ; CHAVANTES    ;  7274.50  ;    15.75  ;    45  ;     1     ;     1      ;     1         ;
  99 ; 050 ; L.N. GARCEZ  ;    39.01  ;     0.46  ;    40  ;     1     ;     1      ;     1         ;
  99 ; 051 ; CANOAS II    ;   144.69  ;     0.96  ;    41  ;     1     ;     1      ;     1         ;
  99 ; 052 ; CANOAS I     ;   205.82  ;     1.19  ;    41  ;     1     ;     1      ;     1         ;
  99 ; 061 ; CAPIVARA     ;  7678.00  ;    16.81  ;    37  ;     1     ;     1      ;     1         ;
  99 ; 062 ; TAQUARUCU    ;   649.62  ;     2.46  ;    33  ;     1     ;     1      ;     1         ;
  99 ; 063 ; ROSANA       ;  1847.58  ;     6.09  ;    28  ;     1     ;     1      ;     1         ;
  99 ; 057 ; MAUA         ;  1805.00  ;     0.98  ;    13  ;     1     ;     1      ;     1         ;
  99 ; 071 ; STA CLARA PR ;   300.00  ;     0.60  ;    39  ;     1     ;     1      ;     1         ;
  99 ; 072 ; FUNDAO       ;    34.48  ;     0.09  ;    48  ;     1     ;     1      ;     1         ;
  99 ; 074 ; G.B. MUNHOZ  ;  3876.50  ;     3.95  ;    41  ;     1     ;     1      ;     1         ;
  99 ; 083 ; BAIXO IGUACU ;   201.24  ;     0.77  ;    25  ;     1     ;     1      ;     1         ;
  99 ; 086 ; BARRA GRANDE ;  3808.12  ;    -0.15  ;    -2  ;     1     ;     1      ;     1         ;
  99 ; 088 ; SAO ROQUE    ;   566.19  ;     1.38  ;    40  ;     1     ;     1      ;     1         ;
  99 ; 089 ; GARIBALDI    ;   264.00  ;    -0.12  ;    -5  ;     1     ;     1      ;     1         ;
  99 ; 090 ; CAMPOS NOVOS ;  1398.50  ;    -0.06  ;    -2  ;     1     ;     1      ;     1         ;
  99 ; 091 ; MACHADINHO   ;  2811.50  ;     4.04  ;    57  ;     1     ;     1      ;     1         ;
  99 ; 092 ; ITA          ;  4924.26  ;    -0.28  ;    -2  ;     1     ;     1      ;     1         ;
  99 ; 093 ; PASSO FUNDO  ;   887.00  ;     4.49  ;    40  ;     1     ;     1      ;     1         ;
  99 ; 094 ; MONJOLINHO   ;   147.29  ;    -0.02  ;    -4  ;     1     ;     1      ;     1         ;
  99 ; 095 ; QUEBRA QUEIX ;   124.00  ;     0.27  ;    58  ;     1     ;     1      ;     1         ;
  99 ; 101 ; SAO JOSE     ;   178.85  ;     1.34  ;    57  ;     1     ;     1      ;     1         ;
  99 ; 102 ; PASSO S JOAO ;    95.99  ;     0.75  ;    38  ;     1     ;     1      ;     1         ;
  99 ; 103 ; FOZ CHAPECO  ;  1466.16  ;    -0.87  ;   -11  ;     1     ;     1      ;     1         ;
  99 ; 097 ; CASTRO ALVES ;    92.46  ;     0.01  ;     3  ;     1     ;     1      ;     1         ;
  99 ; 098 ; MONTE CLARO  ;    11.35  ;     0.08  ;    64  ;     1     ;     1      ;     1         ;
  99 ; 099 ; 14 DE JULHO  ;    55.42  ;     0.34  ;    64  ;     1     ;     1      ;     1         ;
  99 ; 110 ; ERNESTINA    ;   140.00  ;     1.43  ;    52  ;     1     ;     1      ;     1         ;
  99 ; 111 ; PASSO REAL   ;  1967.50  ;     0.76  ;     5  ;     1     ;     1      ;     1         ;
  99 ; 112 ; JACUI        ;    19.60  ;     0.29  ;    61  ;     1     ;     1      ;     1         ;
  99 ; 113 ; ITAUBA       ;   594.90  ;     0.05  ;     3  ;     1     ;     1      ;     1         ;
  99 ; 114 ; D. FRANCISCA ;   320.41  ;     0.02  ;     1  ;     1     ;     1      ;     1         ;
  99 ; 115 ; G.P. SOUZA   ;   101.00  ;     0.21  ;    27  ;     1     ;     1      ;     1         ;
  99 ; 215 ; SALTO PILAO  ;     0.28  ;     0.00  ;    19  ;     1     ;     1      ;     1         ;
  99 ; 073 ; JORDAO       ;    97.50  ;     0.05  ;    54  ;     1     ;     1      ;     1         ;
  99 ; 076 ; SEGREDO      ;  2756.00  ;     4.17  ;    54  ;     1     ;     1      ;     1         ;
  99 ; 077 ; SLT.SANTIAGO ;  4718.50  ;     9.12  ;    54  ;     1     ;     1      ;     1         ;
  99 ; 078 ; SALTO OSORIO ;  1090.90  ;     2.86  ;    51  ;     1     ;     1      ;     1         ;
  99 ; 082 ; SALTO CAXIAS ;  3472.49  ;     6.93  ;    49  ;     1     ;     1      ;     1         ;
  99 ; 169 ; SOBRADINHO   ; 19781.50  ;   169.95  ;    61  ;     1     ;     1      ;     1         ;
  99 ; 172 ; ITAPARICA    ;  9008.00  ;    33.69  ;    47  ;     1     ;     1      ;     1         ;
  99 ; 176 ; COMP PAF-MOX ;  1212.00  ;    10.01  ;    47  ;     1     ;     1      ;     1         ;
  99 ; 178 ; XINGO        ;  3773.00  ;     2.82  ;    47  ;     1     ;     1      ;     1         ;
  99 ; 294 ; FICT.QUEIMAD ;   326.12  ;     0.71  ;    21  ;     1     ;     1      ;     1         ;
  99 ; 295 ; FICT.TRES MA ; 11889.00  ;    20.10  ;    28  ;     1     ;     1      ;     1         ;
  99 ; 308 ; FICT.RETIRO  ;   221.15  ;     0.19  ;     9  ;     1     ;     1      ;     1         ;
  99 ; 154 ; ITAPEBI      ;  1613.07  ;    -0.62  ;   -10  ;     1     ;     1      ;     1         ;
  99 ; 298 ; FICT.IRAPE   ;  4115.93  ;     2.91  ;    29  ;     1     ;     1      ;     1         ;
  99 ; 189 ; P. CAVALO    ;  2663.00  ;     1.11  ;    10  ;     1     ;     1      ;     1         ;
  99 ; 190 ; B. ESPERANCA ;  4129.00  ;    20.60  ;    64  ;     1     ;     1      ;     1         ;
  99 ; 204 ; CACH.CALDEIR ;   225.34  ;     1.17  ;    25  ;     1     ;     1      ;     1         ;
  99 ; 267 ; ESTREITO TOC ;  4944.50  ;     2.36  ;     4  ;     1     ;     1      ;     1         ;
  99 ; 275 ; TUCURUI      ; 30784.00  ;     8.36  ;     4  ;     1     ;     1      ;     1         ;
  99 ; 277 ; BALBINA      ; 14859.06  ;    48.78  ;    23  ;     1     ;     1      ;     1         ;
  99 ; 280 ; COARACY NUNE ;   135.38  ;     0.87  ;    38  ;     1     ;     1      ;     1         ;
  99 ; 284 ; FERREIRA GOM ;   123.31  ;     0.50  ;    30  ;     1     ;     1      ;     1         ;
  99 ; 286 ; STO ANT JARI ;   133.09  ;     1.20  ;    38  ;     1     ;     1      ;     1         ;
  99 ; 291 ; FICT.SERRA M ; 23043.75  ;    13.75  ;    16  ;     1     ;     1      ;     1         ;
  99 ; 292 ; FICT.CANA BR ;  2237.79  ;     2.50  ;    18  ;     1     ;     1      ;     1         ;
  99 ; 302 ; FICT.LAJEADO ;  5003.06  ;     5.63  ;     9  ;     1     ;     1      ;     1         ;
  99 ; 303 ; FICT.PEIXE A ;  2476.85  ;     2.91  ;    11  ;     1     ;     1      ;     1         ;
  99 ; 306 ; FICT.SAO SAL ;   936.28  ;     1.56  ;    15  ;     1     ;     1      ;     1         ;
  99 ; 314 ; PIMENTAL     ;  2276.29  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  99 ; 272 ; CURUA-UNA    ;   367.50  ;     0.72  ;    10  ;     1     ;     1      ;     1         ;
  99 ; 288 ; BELO MONTE   ;  2276.29  ;     2.92  ;     8  ;     1     ;     1      ;     1         ;
 100 ; 004 ; FUNIL-GRANDE ;   265.86  ;     1.58  ;    42  ;     1     ;     1      ;     1         ;
 100 ; 020 ; BATALHA      ;  1105.83  ;     4.30  ;    42  ;     1     ;     1      ;     1         ;
 100 ; 021 ; SERRA FACAO  ;  3475.50  ;     5.50  ;    35  ;     1     ;     1      ;     1         ;
 100 ; 027 ; CAPIM BRANC1 ;   234.70  ;     1.19  ;    38  ;     1     ;     1      ;     1         ;
 100 ; 028 ; CAPIM BRANC2 ;   867.55  ;     2.17  ;    40  ;     1     ;     1      ;     1         ;
 100 ; 029 ; CORUMBA IV   ;  3322.30  ;     4.89  ;    32  ;     1     ;     1      ;     1         ;
 100 ; 048 ; PIRAJU       ;   105.42  ;     0.82  ;    64  ;     1     ;     1      ;     1         ;
 100 ; 066 ; ITAIPU       ; 27914.01  ;    74.01  ;    57  ;     1     ;     1      ;     1         ;
 100 ; 131 ; NILO PECANHA ;     9.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
 100 ; 132 ; FONTES       ;   393.81  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
 100 ; 141 ; BAGUARI      ;    32.46  ;     0.73  ;    57  ;     1     ;     1      ;     1         ;
 100 ; 153 ; SAO DOMINGOS ;   131.30  ;     0.72  ;    38  ;     1     ;     1      ;     1         ;
 100 ; 155 ; RETIRO BAIXO ;   221.15  ;     0.64  ;    30  ;     1     ;     1      ;     1         ;
 100 ; 156 ; TRES MARIAS  ; 11889.00  ;    33.73  ;    47  ;     1     ;     1      ;     1         ;
 100 ; 162 ; QUEIMADO     ;   326.12  ;     1.12  ;    33  ;     1     ;     1      ;     1         ;
 100 ; 195 ; JAURU        ;    16.92  ;     0.06  ;    26  ;     1     ;     1      ;     1         ;
 100 ; 196 ; GUAPORE      ;    22.46  ;     0.07  ;    18  ;     1     ;     1      ;     1         ;
 100 ; 203 ; CORUMBA III  ;   840.50  ;     2.08  ;    32  ;     1     ;     1      ;     1         ;
 100 ; 227 ; SINOP        ;  2041.80  ;     1.02  ;     2  ;     1     ;     1      ;     1         ;
 100 ; 228 ; COLIDER      ;  1495.39  ;     1.50  ;    11  ;     1     ;     1      ;     1         ;
 100 ; 229 ; TELES PIRES  ;   961.11  ;     0.83  ;     6  ;     1     ;     1      ;     1         ;
 100 ; 230 ; SAO MANOEL   ;   566.12  ;    -0.63  ;   -10  ;     1     ;     1      ;     1         ;
 100 ; 241 ; SLT VERDINHO ;   392.58  ;     1.68  ;    46  ;     1     ;     1      ;     1         ;
 100 ; 249 ; OURINHOS     ;    20.86  ;     0.26  ;    59  ;     1     ;     1      ;     1         ;
 100 ; 251 ; SERRA MESA   ; 32775.00  ;    30.94  ;    26  ;     1     ;     1      ;     1         ;
 100 ; 252 ; CANA BRAVA   ;  2237.79  ;     3.74  ;    27  ;     1     ;     1      ;     1         ;
 100 ; 253 ; SAO SALVADOR ;   936.28  ;     2.18  ;    21  ;     1     ;     1      ;     1         ;
 100 ; 257 ; PEIXE ANGIC  ;  2476.85  ;     1.85  ;     7  ;     1     ;     1      ;     1         ;
 100 ; 261 ; LAJEADO      ;  5003.06  ;     1.88  ;     3  ;     1     ;     1      ;     1         ;
 100 ; 262 ; SALTO        ;   820.42  ;     2.53  ;    42  ;     1     ;     1      ;     1         ;
 100 ; 276 ; RONDON II    ;   335.23  ;     1.08  ;    18  ;     1     ;     1      ;     1         ;
 100 ; 281 ; PONTE PEDRA  ;    92.56  ;     0.52  ;    27  ;     1     ;     1      ;     1         ;
 100 ; 285 ; JIRAU        ;  2746.70  ;   -25.16  ;   -81  ;     1     ;     1      ;     1         ;
 100 ; 287 ; STO ANTONIO  ;  2282.80  ;   -23.70  ;   -81  ;     1     ;     1      ;     1         ;
 100 ; 290 ; ESPORA       ;   140.00  ;     0.94  ;    37  ;     1     ;     1      ;     1         ;
 100 ; 304 ; ITIQUIRA I   ;     4.99  ;     0.04  ;    19  ;     1     ;     1      ;     1         ;
 100 ; 305 ; ITIQUIRA II  ;     1.00  ;     0.00  ;    19  ;     1     ;     1      ;     1         ;
 100 ; 309 ; JURUENA      ;     2.93  ;     0.01  ;    13  ;     1     ;     1      ;     1         ;
 100 ; 310 ; DARDANELOS   ;     0.89  ;     0.00  ;    12  ;     1     ;     1      ;     1         ;
 100 ; 311 ; CACU         ;   211.60  ;     0.62  ;    39  ;     1     ;     1      ;     1         ;
 100 ; 312 ; B. COQUEIROS ;   321.43  ;     1.10  ;    42  ;     1     ;     1      ;     1         ;
 100 ; 315 ; FOZ R. CLARO ;    96.72  ;     0.41  ;    53  ;     1     ;     1      ;     1         ;
 100 ; 319 ; FICT.MAUA    ;  1805.00  ;     4.51  ;    60  ;     1     ;     1      ;     1         ;
 100 ; 117 ; GUARAPIRANGA ;    95.37  ;     0.85  ;    38  ;     1     ;     1      ;     1         ;
 100 ; 118 ; BILLINGS     ;   566.82  ;     3.89  ;    46  ;     1     ;     1      ;     1         ;
